0 27125.9
1 25923.5
2 23564.7
11 23538.5
17 21911
123 21748.8
367 20958
510 20866.1
1889 20752.9
4270 19995.3
21920 19894.4
90916 19333
121440 19038.7
133334 19007.6
419273 18958.9
696682 18832.4
